sub,mean_stim,val,conf,RT_val,RT_conf,trial
97,50,"[60.0, -50.0, 20.0, 10.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0]","[10.0, 8.0, 3.0, 3.0, 7.0, 9.0, 10.0, 9.0, 10.0, 8.0]","[3.019, 3.059, 2.578, 2.891, 2.557, 2.391, 2.88, 2.389, 2.883, 2.27]","[2.154, 2.207, 2.028, 1.865, 2.021, 2.295, 1.866, 2.783, 2.518, 3.181]","[1, 6, 9, 12, 15, 18, 20, 22, 26, 30, 31, 35, 39, 41, 44, 47, 49, 53, 56, 60]"
97,80,"[50.0, 20.0, 20.0, 10.0, 10.0, 10.0, 10.0, 10.0, 70.0, 60.0]","[10.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 10.0, 8.0]","[3.465, 3.678, 2.493, 2.788, 3.705, 2.777, 2.361, 3.539, 2.63, 2.439]","[2.153, 2.828, 2.087, 2.863, 3.07, 2.356, 2.284, 2.261, 2.761, 1.683]","[2, 5, 7, 10, 14, 17, 21, 23, 27, 29, 32, 34, 38, 42, 43, 48, 50, 54, 57, 59]"
98,-80,"[-80.0, -80.0, -70.0, -80.0, -90.0, -70.0, -90.0, -80.0, -90.0, -80.0]","[4.0, 4.0, 3.0, 6.0, 5.0, 2.0, 3.0, 5.0, 5.0, 6.0]","[4.157, 3.333, 2.316, 3.184, 2.385, 2.369, 2.104, 3.111, 2.834, 2.275]","[1.649, 1.422, 3.391, 1.471, 1.83, 1.901, 2.51, 2.671, 1.205, 1.158]","[3, 5, 7, 11, 15, 18, 19, 23, 27, 29, 32, 36, 38, 41, 45, 48, 51, 53, 56, 60]"
98,-50,"[-50.0, -50.0, -40.0, -30.0, -40.0, -50.0, -50.0, -60.0, -60.0, -50.0]","[4.0, 4.0, 5.0, 4.0, 5.0, 6.0, 4.0, 3.0, 2.0, 4.0]","[3.768, 3.167, 1.735, 3.71, 2.589, 3.846, 5.807, 2.509, 2.591, 2.272]","[1.303, 4.541, 1.15, 1.542, 1.366, 2.342, 3.239, 1.23, 1.318, 1.191]","[2, 6, 9, 10, 13, 17, 21, 24, 25, 30, 31, 34, 39, 40, 43, 46, 50, 54, 57, 58]"
98,-20,"[-20.0, -20.0, -20.0, -20.0, -20.0, -30.0, -20.0, -20.0, -30.0, -20.0]","[3.0, 5.0, 6.0, 7.0, 6.0, 4.0, 5.0, 7.0, 5.0, 6.0]","[3.405, 4.334, 2.46, 1.756, 1.411, 2.879, 2.126, 1.516, 5.611, 1.92]","[1.238, 1.254, 1.75, 1.278, 1.303, 2.206, 1.118, 1.703, 2.383, 1.39]","[1, 4, 8, 12, 14, 16, 20, 22, 26, 28, 33, 35, 37, 42, 44, 47, 49, 52, 55, 59]"
98,20,"[30.0, 60.0, 20.0, 10.0, 10.0, 20.0, 20.0, 10.0, 20.0, 20.0]","[5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 8.0, 5.0]","[3.654, 2.103, 4.289, 3.246, 3.3, 2.437, 2.393, 3.325, 2.254, 2.089]","[2.967, 1.686, 1.645, 1.934, 1.8, 1.774, 2.287, 3.6, 1.775, 1.422]","[3, 4, 7, 11, 15, 18, 20, 22, 27, 29, 33, 36, 37, 42, 45, 46, 50, 53, 56, 59]"
98,50,"[50.0, 40.0, 50.0, 60.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0]","[3.0, 7.0, 7.0, 7.0, 7.0, 4.0, 5.0, 5.0, 4.0, 6.0]","[3.947, 2.486, 3.696, 3.06, 2.778, 3.396, 2.472, 3.739, 3.081, 5.309]","[3.577, 1.705, 2.223, 3.319, 2.229, 1.592, 1.542, 1.583, 2.574, 2.023]","[1, 5, 9, 10, 13, 17, 19, 23, 25, 28, 32, 34, 39, 40, 43, 47, 49, 52, 55, 58]"
98,80,"[40.0, 80.0, 70.0, 80.0, 90.0, 80.0, 80.0, 80.0, 80.0, 80.0]","[5.0, 8.0, 7.0, 8.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0]","[3.828, 3.85, 2.828, 2.644, 3.072, 2.917, 2.31, 2.263, 2.182, 2.411]","[1.883, 7.903, 1.845, 2.288, 1.583, 1.624, 2.007, 2.055, 1.951, 1.367]","[2, 6, 8, 12, 14, 16, 21, 24, 26, 30, 31, 35, 38, 41, 44, 48, 51, 54, 57, 60]"
99,-80,"[-60.0, -60.0, -80.0, -80.0, -80.0, -80.0, -70.0, -80.0, -90.0, -80.0]","[4.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0]","[4.895, 2.387, 4.659, 2.719, 3.139, 5.128, 5.358, 4.288, 3.627, 6.041]","[6.211, 2.224, 3.096, 3.262, 3.471, 3.713, 3.323, 3.69, 3.565, 2.604]","[2, 4, 7, 11, 13, 17, 21, 23, 26, 28, 32, 34, 39, 40, 44, 46, 50, 54, 55, 60]"
99,-50,"[-40.0, -80.0, -40.0, -60.0, -30.0, -60.0, -50.0, -50.0, -50.0, -30.0]","[6.0, 5.0, 6.0, 5.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[5.298, 3.867, 4.063, 2.594, 5.569, 3.046, 2.578, 2.927, 2.491, 3.625]","[4.269, 2.925, 4.42, 2.669, 2.303, 2.205, 3.415, 3.861, 3.086, 2.937]","[1, 6, 9, 10, 14, 16, 19, 24, 25, 29, 31, 36, 37, 41, 45, 48, 51, 53, 56, 58]"
99,-20,"[-40.0, -20.0, -10.0, -20.0, -10.0, 0.0, -20.0, -20.0, -20.0, -30.0]","[7.0, 7.0, 7.0, 7.0, 8.0, 6.0, 6.0, 5.0, 7.0, 6.0]","[3.879, 19.203, 3.711, 7.914, 3.452, 3.683, 4.029, 2.807, 3.548, 3.384]","[3.214, 3.203, 2.471, 2.735, 3.007, 2.483, 5.397, 3.117, 2.713, 3.437]","[3, 5, 8, 12, 15, 18, 20, 22, 27, 30, 33, 35, 38, 42, 43, 47, 49, 52, 57, 59]"
99,20,"[20.0, 20.0, 20.0, 20.0, 20.0, 30.0, 20.0, 20.0, 10.0, 20.0]","[6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 6.0, 8.0, 7.0]","[3.394, 8.011, 2.805, 2.953, 4.546, 3.929, 3.631, 3.535, 2.585, 7.113]","[2.579, 5.803, 3.429, 2.234, 6.336, 3.302, 2.861, 2.692, 2.514, 2.053]","[3, 6, 8, 12, 14, 17, 19, 24, 27, 29, 31, 34, 38, 40, 44, 47, 49, 53, 57, 58]"
99,50,"[30.0, 80.0, 50.0, 50.0, 50.0, 50.0, 70.0, 50.0, 50.0, 50.0]","[6.0, 8.0, 7.0, 6.0, 8.0, 7.0, 7.0, 6.0, 6.0, 6.0]","[6.194, 4.94, 2.941, 3.074, 2.808, 3.217, 2.857, 3.579, 3.05, 3.68]","[2.604, 2.103, 2.569, 2.437, 3.188, 2.663, 3.327, 3.08, 3.018, 3.294]","[2, 5, 7, 11, 13, 18, 21, 23, 25, 30, 33, 36, 37, 42, 43, 46, 51, 54, 55, 59]"
