sub,cohort,time,trial,trial_type,mean_stim,actual_stim,val,RT_val,conf,RT_conf,rank
88,1,1678837301454,59,reward,20,30,60.0,4.312,8.0,1.983,10.0
89,1,1678834912154,4,reward,20,20,20.0,3.717,8.0,2.08,1.0
89,1,1678834967492,10,reward,20,40,0.0,2.637,2.0,2.453,2.0
89,1,1678835049280,18,reward,20,20,20.0,3.892,6.0,1.164,3.0
89,1,1678835095118,24,reward,20,30,20.0,2.72,9.0,1.314,4.0
89,1,1678835145273,30,reward,20,30,20.0,2.105,6.0,2.242,5.0
89,1,1678835197679,36,reward,20,0,10.0,2.683,6.0,1.491,6.0
89,1,1678835228794,40,reward,20,10,10.0,2.474,7.0,2.76,7.0
89,1,1678835276047,46,reward,20,30,0.0,1.815,5.0,1.065,8.0
89,1,1678835341367,53,reward,20,20,10.0,2.222,6.0,2.29,9.0
89,1,1678835388737,59,reward,20,20,20.0,2.501,9.0,1.116,10.0
90,1,1678835444378,4,reward,20,30,20.0,5.637,5.0,1.314,1.0
90,1,1678835616695,12,reward,20,10,-60.0,7.872,5.0,1.004,2.0
90,1,1678835704226,17,reward,20,20,-10.0,6.601,5.0,0.937,3.0
90,1,1678835830488,23,reward,20,20,-30.0,26.063,5.0,0.992,4.0
90,1,1678835892893,29,reward,20,30,-10.0,2.605,6.0,2.741,5.0
90,1,1678835974164,35,reward,20,30,20.0,5.621,5.0,2.901,6.0
90,1,1678836045429,42,reward,20,30,40.0,2.727,5.0,2.122,7.0
90,1,1678836073451,46,reward,20,20,30.0,3.699,5.0,3.966,8.0
90,1,1678836137956,53,reward,20,0,30.0,4.981,5.0,1.744,9.0
90,1,1678836182813,58,reward,20,10,20.0,6.347,6.0,1.502,10.0
91,1,1678836212162,5,reward,20,30,0.0,15.563,5.0,2.306,1.0
91,1,1678836254632,10,reward,20,20,70.0,2.967,6.0,3.768,2.0
91,1,1678836311463,16,reward,20,0,80.0,3.226,8.0,2.231,3.0
91,1,1678836388558,24,reward,20,40,80.0,3.196,7.0,2.384,4.0
91,1,1678836431981,29,reward,20,20,20.0,4.02,6.0,2.824,5.0
91,1,1678836503048,36,reward,20,30,40.0,3.012,6.0,3.158,6.0
91,1,1678836561366,42,reward,20,20,20.0,2.732,6.0,2.324,7.0
91,1,1678836588482,46,reward,20,10,60.0,2.71,8.0,4.174,8.0
91,1,1678836664195,54,reward,20,0,20.0,4.201,8.0,2.865,9.0
91,1,1678836705310,59,reward,20,10,30.0,6.137,7.0,2.052,10.0
92,1,1678835788233,6,reward,20,20,30.0,3.185,7.0,1.598,1.0
92,1,1678835840551,12,reward,20,10,30.0,2.927,4.0,1.695,2.0
92,1,1678835883069,17,reward,20,10,20.0,2.582,4.0,1.647,3.0
92,1,1678835922620,22,reward,20,0,30.0,2.216,4.0,1.341,4.0
92,1,1678835986856,29,reward,20,20,20.0,1.658,4.0,1.449,5.0
92,1,1678836041574,35,reward,20,10,10.0,2.664,4.0,2.062,6.0
92,1,1678836096259,41,reward,20,20,10.0,2.112,6.0,3.941,7.0
92,1,1678836175362,48,reward,20,20,20.0,2.97,3.0,4.395,8.0
92,1,1678836204462,52,reward,20,10,10.0,3.029,5.0,2.879,9.0
92,1,1678836282281,58,reward,20,40,50.0,8.739,6.0,22.901,10.0
93,1,1678834772574,6,reward,20,20,40.0,5.109,6.0,2.151,1.0
93,1,1678834817474,11,reward,20,20,50.0,5.061,1.0,4.814,2.0
93,1,1678834882607,18,reward,20,10,50.0,3.117,4.0,1.669,3.0
93,1,1678834929624,24,reward,20,10,30.0,1.916,2.0,1.984,4.0
93,1,1678834954991,28,reward,20,30,30.0,1.938,4.0,1.541,5.0
93,1,1678835018775,35,reward,20,20,20.0,4.269,5.0,1.468,6.0
93,1,1678835082375,42,reward,20,20,20.0,1.741,7.0,3.924,7.0
93,1,1678835117825,47,reward,20,30,10.0,3.861,0.0,1.285,8.0
93,1,1678835181575,54,reward,20,10,40.0,4.554,1.0,3.771,9.0
93,1,1678835207609,58,reward,20,20,30.0,2.715,1.0,2.309,10.0
94,1,1678835583730,6,reward,20,10,30.0,2.924,9.0,2.059,1.0
94,1,1678835611068,10,reward,20,0,30.0,2.744,4.0,3.704,2.0
94,1,1678835678507,17,reward,20,20,30.0,1.909,5.0,1.37,3.0
94,1,1678835729500,23,reward,20,20,30.0,2.908,5.0,1.299,4.0
94,1,1678835766080,28,reward,20,20,20.0,4.144,3.0,1.665,5.0
94,1,1678835850399,36,reward,20,20,20.0,2.458,3.0,2.934,6.0
94,1,1678835905310,41,reward,20,10,10.0,3.894,2.0,1.662,7.0
94,1,1678836028197,48,reward,20,20,20.0,3.364,5.0,1.414,8.0
94,1,1678836124416,54,reward,20,30,20.0,2.582,3.0,1.201,9.0
94,1,1678836184000,58,reward,20,20,20.0,2.51,4.0,2.098,10.0
95,1,1678834924437,6,reward,20,30,20.0,3.905,10.0,1.27,1.0
95,1,1678834978353,11,reward,20,30,40.0,5.547,8.0,1.311,2.0
95,1,1678835066131,18,reward,20,40,20.0,5.282,7.0,2.048,3.0
95,1,1678835115347,23,reward,20,20,40.0,1.747,10.0,1.28,4.0
95,1,1678835181070,29,reward,20,0,30.0,2.497,10.0,1.31,5.0
95,1,1678835258529,35,reward,20,0,20.0,3.531,8.0,1.278,6.0
95,1,1678835343954,42,reward,20,40,0.0,1.536,10.0,1.87,7.0
95,1,1678835392520,47,reward,20,20,0.0,1.531,10.0,1.213,8.0
95,1,1678835442733,52,reward,20,30,0.0,3.052,10.0,1.135,9.0
95,1,1678835502976,58,reward,20,10,0.0,1.624,10.0,1.454,10.0
96,1,1678835117579,5,reward,20,30,60.0,4.253,8.0,1.557,1.0
96,1,1678835161895,10,reward,20,20,40.0,3.429,5.0,3.777,2.0
96,1,1678835220746,16,reward,20,20,40.0,3.199,4.0,2.171,3.0
96,1,1678835302195,24,reward,20,30,20.0,2.118,4.0,3.024,4.0
96,1,1678835333065,28,reward,20,10,30.0,4.563,4.0,2.243,5.0
96,1,1678835422415,36,reward,20,10,10.0,3.468,7.0,4.09,6.0
96,1,1678835469690,41,reward,20,0,20.0,4.3,5.0,1.806,7.0
96,1,1678835511788,46,reward,20,20,10.0,2.702,4.0,1.891,8.0
96,1,1678835587938,52,reward,20,20,20.0,2.152,4.0,2.625,9.0
96,1,1678835659022,59,reward,20,30,0.0,7.336,8.0,2.262,10.0
97,1,1678835752468,4,reward,20,0,70.0,3.522,7.0,1.913,1.0
97,1,1678835816331,11,reward,20,40,20.0,2.936,2.0,2.153,2.0
97,1,1678835857430,16,reward,20,20,40.0,2.904,2.0,2.089,3.0
97,1,1678835926510,24,reward,20,30,10.0,3.115,3.0,2.212,4.0
97,1,1678835954608,28,reward,20,20,10.0,3.246,1.0,2.087,5.0
97,1,1678836035621,36,reward,20,20,50.0,3.21,5.0,2.907,6.0
97,1,1678836065851,40,reward,20,30,20.0,3.182,10.0,2.055,7.0
97,1,1678836117382,46,reward,20,0,90.0,4.008,2.0,2.611,8.0
97,1,1678836167446,52,reward,20,20,30.0,3.405,7.0,1.852,9.0
97,1,1678836216977,58,reward,20,40,20.0,3.061,8.0,2.382,10.0
98,1,1678836199779,4,reward,20,30,30.0,3.654,5.0,2.967,1.0
98,1,1678836261646,11,reward,20,20,60.0,2.103,5.0,1.686,2.0
98,1,1678836331380,18,reward,20,20,20.0,4.289,5.0,1.645,3.0
98,1,1678836357513,22,reward,20,20,10.0,3.246,5.0,1.934,4.0
98,1,1678836419414,29,reward,20,30,10.0,3.3,6.0,1.8,5.0
98,1,1678836481896,36,reward,20,10,20.0,2.437,5.0,1.774,6.0
98,1,1678836534263,42,reward,20,20,20.0,2.393,6.0,2.287,7.0
98,1,1678836560181,46,reward,20,20,10.0,3.325,6.0,3.6,8.0
98,1,1678836617264,53,reward,20,0,20.0,2.254,8.0,1.775,9.0
98,1,1678836668047,59,reward,20,30,20.0,2.089,5.0,1.422,10.0
99,1,1678836767165,6,reward,20,30,20.0,3.394,6.0,2.579,1.0
99,1,1678836829338,12,reward,20,20,20.0,8.011,6.0,5.803,2.0
99,1,1678836875680,17,reward,20,40,20.0,2.805,6.0,3.429,3.0
99,1,1678836937887,24,reward,20,0,20.0,2.953,6.0,2.234,4.0
99,1,1678836985980,29,reward,20,30,20.0,4.546,7.0,6.336,5.0
99,1,1678837033655,34,reward,20,10,30.0,3.929,7.0,3.302,6.0
99,1,1678837091929,40,reward,20,20,20.0,3.631,7.0,2.861,7.0
99,1,1678837159102,47,reward,20,10,20.0,3.535,6.0,2.692,8.0
99,1,1678837209343,53,reward,20,20,10.0,2.585,8.0,2.514,9.0
99,1,1678837254737,58,reward,20,20,20.0,7.113,7.0,2.053,10.0
100,1,1678836299680,6,reward,80,70,60.0,5.506,9.0,1.119,1.0
100,1,1678836333455,12,reward,80,100,10.0,4.378,8.0,1.028,2.0
100,1,1678836368459,18,reward,80,60,60.0,2.54,0.0,1.214,3.0
100,1,1678836383734,22,reward,80,80,20.0,2.052,7.0,1.064,4.0
100,1,1678836414188,28,reward,80,70,90.0,2.218,7.0,1.52,5.0
100,1,1678836459501,35,reward,80,90,100.0,3.19,10.0,1.645,6.0
100,1,1678836480685,40,reward,80,70,80.0,3.959,10.0,1.125,7.0
100,1,1678836527613,48,reward,80,90,40.0,2.995,6.0,2.083,8.0
100,1,1678836556634,54,reward,80,60,80.0,1.38,5.0,1.302,9.0
100,1,1678836578942,59,reward,80,80,90.0,3.422,7.0,2.022,10.0
101,1,1678836878743,4,reward,80,80,-70.0,2.752,8.0,3.296,1.0
101,1,1678836943658,11,reward,80,80,-80.0,2.598,7.0,2.02,2.0
101,1,1678836995114,17,reward,80,80,-90.0,3.121,7.0,1.988,3.0
101,1,1678837045357,23,reward,80,100,-70.0,2.152,8.0,2.889,4.0
101,1,1678837081560,28,reward,80,80,-90.0,3.041,8.0,2.225,5.0
101,1,1678837155666,36,reward,80,90,-70.0,2.388,7.0,1.523,6.0
101,1,1678837195899,41,reward,80,80,-80.0,2.047,8.0,2.095,7.0
101,1,1678837243694,47,reward,80,60,-70.0,2.004,8.0,1.724,8.0
101,1,1678837300746,54,reward,80,90,-80.0,3.163,8.0,1.912,9.0
101,1,1678837347691,60,reward,80,70,-80.0,2.955,8.0,1.573,10.0
102,1,1678842467499,5,reward,80,70,80.0,5.013,9.0,1.563,1.0
102,1,1678842504937,10,reward,80,60,80.0,3.267,8.0,1.945,2.0
102,1,1678842571512,17,reward,80,80,80.0,3.315,7.0,1.646,3.0
102,1,1678842630004,23,reward,80,80,90.0,4.528,6.0,2.195,4.0
102,1,1678842668725,28,reward,80,80,60.0,3.617,6.0,1.648,5.0
102,1,1678842737982,35,reward,80,80,80.0,4.333,7.0,1.45,6.0
102,1,1678842786007,41,reward,80,100,60.0,2.009,7.0,1.38,7.0
102,1,1678842844163,48,reward,80,70,80.0,2.155,6.0,1.213,8.0
102,1,1678842868632,52,reward,80,90,100.0,2.376,6.0,1.296,9.0
102,1,1678842914471,58,reward,80,70,90.0,3.303,6.0,1.133,10.0
239,2,1684378811750,2,reward,80,90,80.0,3.299,8.0,1.662,1.0
239,2,1684378845433,5,reward,80,70,90.0,2.317,10.0,1.436,2.0
239,2,1684378890963,11,reward,80,80,90.0,1.894,10.0,1.202,3.0
239,2,1684378941884,17,reward,80,80,90.0,1.8,10.0,1.59,4.0
239,2,1684378979193,22,reward,80,70,90.0,2.576,10.0,1.55,5.0
239,2,1684379024389,28,reward,80,80,90.0,2.151,10.0,1.223,6.0
239,2,1684379104903,36,reward,80,80,90.0,3.366,9.0,4.83,7.0
239,2,1684379164433,42,reward,80,100,90.0,3.314,10.0,4.047,8.0
239,2,1684379191713,46,reward,80,80,80.0,5.057,9.0,2.146,9.0
239,2,1684379254244,53,reward,80,60,100.0,3.176,9.0,2.74,10.0
239,2,1684379320258,60,reward,80,80,80.0,3.771,9.0,2.913,11.0
240,2,1684379054260,2,reward,80,80,100.0,3.873,4.0,4.363,1.0
240,2,1684379082193,4,reward,80,70,30.0,3.756,6.0,3.987,2.0
240,2,1684379167161,12,reward,80,80,100.0,4.908,6.0,3.421,3.0
240,2,1684379211077,17,reward,80,80,80.0,2.388,7.0,2.11,4.0
240,2,1684379252011,22,reward,80,60,100.0,3.799,7.0,2.525,5.0
240,2,1684379308077,28,reward,80,100,100.0,3.332,2.0,4.464,6.0
240,2,1684379519792,35,reward,80,100,100.0,115.706,2.0,5.795,7.0
240,2,1684379620445,42,reward,80,80,80.0,22.241,6.0,3.559,8.0
240,2,1684379651111,46,reward,80,70,100.0,6.041,2.0,3.621,9.0
240,2,1684379728229,53,reward,80,80,80.0,3.438,4.0,2.113,10.0
240,2,1684379792528,59,reward,80,90,20.0,5.471,6.0,4.278,11.0
241,2,1684379190720,1,reward,80,100,40.0,3.23,5.0,2.357,1.0
241,2,1684379249300,6,reward,80,80,100.0,2.936,7.0,2.352,2.0
241,2,1684379291274,11,reward,80,90,90.0,3.889,8.0,2.425,3.0
241,2,1684379355418,18,reward,80,80,30.0,3.078,8.0,2.476,4.0
241,2,1684379381336,22,reward,80,60,90.0,2.541,8.0,2.179,5.0
241,2,1684379430439,28,reward,80,80,90.0,3.325,9.0,2.679,6.0
241,2,1684379492467,34,reward,80,90,90.0,2.784,9.0,2.327,7.0
241,2,1684379545467,40,reward,80,80,90.0,2.854,8.0,2.619,8.0
241,2,1684379594321,46,reward,80,60,90.0,2.376,9.0,2.727,9.0
241,2,1684379653418,53,reward,80,80,90.0,2.308,8.0,2.816,10.0
241,2,1684379714764,60,reward,80,70,90.0,2.177,8.0,2.141,11.0
242,2,1684378430731,3,reward,80,90,30.0,8.462,2.0,1.573,1.0
242,2,1684378473339,6,reward,80,80,90.0,3.335,2.0,1.298,2.0
242,2,1684378510682,10,reward,80,60,90.0,5.51,3.0,1.47,3.0
242,2,1684378602580,17,reward,80,80,70.0,6.396,5.0,1.366,4.0
242,2,1684378657951,22,reward,80,70,90.0,4.13,4.0,1.269,5.0
242,2,1684378761513,30,reward,80,90,80.0,5.754,3.0,1.333,6.0
242,2,1684378853278,36,reward,80,90,80.0,9.013,5.0,2.269,7.0
242,2,1684378921964,42,reward,80,70,100.0,4.494,6.0,1.312,8.0
242,2,1684378949291,46,reward,80,80,70.0,5.399,3.0,2.245,9.0
242,2,1684379073016,53,reward,80,70,80.0,13.59,4.0,1.357,10.0
242,2,1684379163130,60,reward,80,80,60.0,4.128,4.0,2.911,11.0
243,2,1684378420878,2,reward,80,80,60.0,6.958,5.0,5.315,1.0
243,2,1684378476026,4,reward,80,80,0.0,10.182,6.0,17.032,2.0
243,2,1684378559967,10,reward,80,70,50.0,6.2,5.0,10.764,3.0
243,2,1684378657307,17,reward,80,100,0.0,10.627,7.0,3.948,4.0
243,2,1684378706902,22,reward,80,70,80.0,10.646,7.0,3.092,5.0
243,2,1684378782785,28,reward,80,90,60.0,5.684,7.0,3.176,6.0
243,2,1684378897333,36,reward,80,90,100.0,10.979,3.0,6.606,7.0
243,2,1684378937499,40,reward,80,100,60.0,8.157,5.0,4.605,8.0
243,2,1684379016204,46,reward,80,80,50.0,5.643,2.0,21.38,9.0
243,2,1684379085951,52,reward,80,60,80.0,5.302,8.0,2.989,10.0
243,2,1684379186589,60,reward,80,80,60.0,4.948,6.0,8.455,11.0
244,2,1684379260807,3,reward,80,80,10.0,2.967,7.0,0.612,1.0
244,2,1684379278128,5,reward,80,70,90.0,2.019,9.0,0.783,2.0
244,2,1684379319990,12,reward,80,90,100.0,2.367,10.0,1.047,3.0
244,2,1684379336109,16,reward,80,90,90.0,2.016,10.0,0.579,4.0
244,2,1684379375585,24,reward,80,100,90.0,1.475,10.0,0.755,5.0
244,2,1684379411217,29,reward,80,80,90.0,2.506,9.0,1.088,6.0
244,2,1684379454253,36,reward,80,80,60.0,1.898,9.0,0.666,7.0
244,2,1684379470769,40,reward,80,90,80.0,2.68,9.0,0.689,8.0
244,2,1684379509230,46,reward,80,100,80.0,8.452,9.0,1.029,9.0
244,2,1684379540321,52,reward,80,90,90.0,1.627,10.0,0.713,10.0
244,2,1684379570055,59,reward,80,80,80.0,1.111,10.0,0.859,11.0
246,2,1684378433594,3,reward,80,90,40.0,2.682,6.0,1.484,1.0
246,2,1684378457285,5,reward,80,70,40.0,3.583,5.0,2.052,2.0
246,2,1684378507216,11,reward,80,80,80.0,3.093,3.0,2.75,3.0
246,2,1684378559929,17,reward,80,80,40.0,3.004,5.0,1.507,4.0
246,2,1684378618557,24,reward,80,80,80.0,2.398,5.0,1.411,5.0
246,2,1684378658676,29,reward,80,100,60.0,2.543,6.0,1.262,6.0
246,2,1684378725000,36,reward,80,60,60.0,2.675,5.0,2.286,7.0
246,2,1684378782329,42,reward,80,80,60.0,4.239,5.0,0.977,8.0
246,2,1684378806955,46,reward,80,90,40.0,2.336,2.0,1.606,9.0
246,2,1684378860116,53,reward,80,70,40.0,1.843,5.0,1.076,10.0
246,2,1684378911163,59,reward,80,70,20.0,1.65,6.0,1.567,11.0
247,2,1684378788834,1,reward,80,70,0.0,2.242,6.0,1.836,1.0
247,2,1684378821624,5,reward,80,70,70.0,1.516,10.0,1.063,2.0
247,2,1684378854766,11,reward,80,90,70.0,2.766,6.0,1.073,3.0
247,2,1684378892336,18,reward,80,100,80.0,1.766,7.0,1.191,4.0
247,2,1684378916873,23,reward,80,80,90.0,2.34,7.0,0.875,5.0
247,2,1684378937094,28,reward,80,60,90.0,3.621,8.0,1.473,6.0
247,2,1684378971419,34,reward,80,80,70.0,1.591,6.0,2.284,7.0
247,2,1684379000787,40,reward,80,90,100.0,1.524,10.0,1.011,8.0
247,2,1684379038253,47,reward,80,100,70.0,2.189,8.0,1.133,9.0
247,2,1684379071925,54,reward,80,80,70.0,1.792,8.0,1.131,10.0
247,2,1684379103705,60,reward,80,70,70.0,3.265,9.0,1.106,11.0
248,2,1684378452258,1,reward,80,100,30.0,4.805,5.0,1.584,1.0
248,2,1684378477571,4,reward,80,80,100.0,1.654,10.0,1.235,2.0
248,2,1684378513661,10,reward,80,70,80.0,2.457,7.0,2.368,3.0
248,2,1684378570808,18,reward,80,90,100.0,1.795,8.0,1.755,4.0
248,2,1684378604253,24,reward,80,80,90.0,2.966,8.0,1.479,5.0
248,2,1684378645004,30,reward,80,80,80.0,2.973,7.0,2.165,6.0
248,2,1684378668879,34,reward,80,100,90.0,6.226,7.0,3.758,7.0
248,2,1684378719568,41,reward,80,80,80.0,2.389,5.0,1.771,8.0
248,2,1684378774791,48,reward,80,90,90.0,2.48,7.0,2.987,9.0
248,2,1684378796312,53,reward,80,80,90.0,1.685,4.0,1.596,10.0
248,2,1684378821173,58,reward,80,70,80.0,2.535,8.0,1.286,11.0
249,2,1684379298227,1,reward,80,70,50.0,1.942,2.0,3.143,1.0
249,2,1684379343956,5,reward,80,80,40.0,3.244,2.0,1.742,2.0
249,2,1684379382366,10,reward,80,80,70.0,3.042,2.0,2.11,3.0
249,2,1684379443315,17,reward,80,100,50.0,2.362,2.0,1.823,4.0
249,2,1684379492028,23,reward,80,70,70.0,3.051,2.0,1.574,5.0
249,2,1684379550910,30,reward,80,80,80.0,2.625,3.0,1.366,6.0
249,2,1684379593655,35,reward,80,80,80.0,2.779,3.0,2.039,7.0
249,2,1684379629931,40,reward,80,90,80.0,2.377,3.0,1.518,8.0
249,2,1684379689480,47,reward,80,80,80.0,2.484,3.0,1.471,9.0
249,2,1684379738009,53,reward,80,90,80.0,2.128,3.0,1.759,10.0
249,2,1684379794908,60,reward,80,80,80.0,2.917,4.0,1.519,11.0
250,2,1684381346793,3,reward,80,90,30.0,2.403,6.0,3.129,1.0
250,2,1684381357019,4,reward,80,90,30.0,2.125,7.0,1.476,2.0
250,2,1684381468809,12,reward,80,60,80.0,4.251,8.0,2.225,3.0
250,2,1684381511007,17,reward,80,80,90.0,2.707,8.0,1.851,4.0
250,2,1684381567591,24,reward,80,80,80.0,3.026,8.0,1.564,5.0
250,2,1684381594874,28,reward,80,100,80.0,2.363,9.0,1.641,6.0
250,2,1684381729730,35,reward,80,90,100.0,2.594,10.0,5.184,7.0
250,2,1684381782004,40,reward,80,90,60.0,1.879,8.0,1.558,8.0
250,2,1684382041918,48,reward,80,80,20.0,2.018,6.0,2.189,9.0
250,2,1684382084971,54,reward,80,80,40.0,1.798,7.0,1.158,10.0
250,2,1684382130237,60,reward,80,80,30.0,2.237,7.0,1.549,11.0
251,2,1684378628534,2,reward,80,90,40.0,6.8,3.0,1.884,1.0
251,2,1684378658155,4,reward,80,80,90.0,5.711,7.0,1.566,2.0
251,2,1684378719313,11,reward,80,90,80.0,2.912,8.0,2.141,3.0
251,2,1684378766093,16,reward,80,70,80.0,1.936,9.0,2.491,4.0
251,2,1684378849591,24,reward,80,80,80.0,2.9,8.0,2.358,5.0
251,2,1684378901702,30,reward,80,100,80.0,1.6,8.0,2.768,6.0
251,2,1684378932573,34,reward,80,80,80.0,2.331,7.0,2.908,7.0
251,2,1684378991581,41,reward,80,80,80.0,2.375,8.0,1.83,8.0
251,2,1684379050922,48,reward,80,100,80.0,2.991,9.0,1.535,9.0
251,2,1684379081210,52,reward,80,60,80.0,4.734,8.0,5.752,10.0
251,2,1684379151881,60,reward,80,80,80.0,1.74,8.0,2.163,11.0
253,2,1684378914397,3,reward,80,90,-20.0,1.939,2.0,0.821,1.0
253,2,1684378928372,5,reward,80,80,-90.0,1.797,9.0,1.211,2.0
253,2,1684378964379,12,reward,80,60,-80.0,2.498,9.0,1.406,3.0
253,2,1684378996156,18,reward,80,70,-80.0,1.164,8.0,1.174,4.0
253,2,1684379025219,23,reward,80,80,-70.0,1.579,7.0,2.032,5.0
253,2,1684379053729,29,reward,80,100,-80.0,1.72,9.0,1.642,6.0
253,2,1684379089431,35,reward,80,60,-80.0,1.37,9.0,1.233,7.0
253,2,1684379125250,42,reward,80,100,-70.0,2.397,9.0,0.945,8.0
253,2,1684379156874,48,reward,80,70,-80.0,1.735,10.0,1.012,9.0
253,2,1684379185817,54,reward,80,80,-90.0,1.69,10.0,1.529,10.0
253,2,1684379199597,58,reward,80,80,-80.0,1.454,10.0,1.244,11.0
254,2,1684378835114,1,reward,80,80,30.0,5.403,4.0,3.286,1.0
254,2,1684378910166,6,reward,80,90,80.0,5.378,10.0,1.897,2.0
254,2,1684378949868,11,reward,80,90,80.0,5.364,9.0,1.88,3.0
254,2,1684379027851,18,reward,80,80,80.0,6.804,7.0,5.777,4.0
254,2,1684379061337,22,reward,80,100,90.0,8.353,8.0,3.624,5.0
254,2,1684379121271,28,reward,80,70,80.0,4.582,7.0,1.784,6.0
254,2,1684379196408,35,reward,80,80,80.0,4.494,8.0,1.761,7.0
254,2,1684379240042,40,reward,80,80,100.0,4.738,9.0,1.118,8.0
254,2,1684379285860,46,reward,80,60,70.0,2.597,7.0,0.973,9.0
254,2,1684379343526,52,reward,80,90,90.0,1.924,9.0,2.801,10.0
254,2,1684379396963,58,reward,80,100,90.0,2.655,8.0,1.404,11.0
256,2,1684378847752,2,reward,80,80,20.0,3.739,5.0,2.607,1.0
256,2,1684378936048,6,reward,80,100,50.0,5.51,4.0,3.02,2.0
256,2,1684378968463,10,reward,80,90,40.0,6.701,3.0,4.383,3.0
256,2,1684379057959,18,reward,80,60,40.0,4.489,4.0,2.286,4.0
256,2,1684379105906,23,reward,80,80,80.0,6.975,4.0,2.079,5.0
256,2,1684379145671,28,reward,80,90,70.0,3.749,5.0,3.483,6.0
256,2,1684379225651,36,reward,80,90,80.0,3.454,6.0,1.896,7.0
256,2,1684379255949,40,reward,80,100,90.0,3.662,7.0,2.474,8.0
256,2,1684379310363,46,reward,80,80,80.0,3.278,7.0,3.089,9.0
256,2,1684379377311,53,reward,80,70,80.0,4.103,7.0,2.543,10.0
256,2,1684379434124,59,reward,80,70,100.0,3.676,7.0,3.098,11.0
257,2,1684380220288,3,reward,80,70,60.0,2.369,1.0,1.583,1.0
257,2,1684380252114,6,reward,80,80,70.0,1.511,8.0,2.299,2.0
257,2,1684380275280,10,reward,80,70,60.0,2.457,9.0,0.909,3.0
257,2,1684380330302,17,reward,80,80,60.0,1.485,9.0,1.352,4.0
257,2,1684380379525,24,reward,80,80,80.0,1.712,9.0,2.456,5.0
257,2,1684380414662,29,reward,80,100,60.0,1.439,9.0,2.481,6.0
257,2,1684380465085,35,reward,80,70,80.0,2.675,10.0,1.349,7.0
257,2,1684380499005,40,reward,80,70,70.0,1.859,9.0,1.238,8.0
257,2,1684380541687,46,reward,80,90,60.0,2.13,7.0,1.032,9.0
257,2,1684380607807,53,reward,80,80,80.0,3.376,9.0,3.065,10.0
257,2,1684380644233,58,reward,80,100,70.0,3.973,9.0,1.44,11.0
259,2,1684378802506,1,reward,80,80,40.0,4.931,2.0,3.958,1.0
259,2,1684378866282,6,reward,80,80,40.0,7.723,3.0,1.397,2.0
259,2,1684378903223,10,reward,80,80,50.0,20.552,3.0,1.735,3.0
259,2,1684378945311,16,reward,80,90,40.0,3.79,3.0,1.531,4.0
259,2,1684379015278,24,reward,80,100,80.0,3.805,3.0,1.294,5.0
259,2,1684379035218,28,reward,80,80,90.0,3.878,3.0,1.298,6.0
259,2,1684379103251,34,reward,80,60,100.0,8.865,3.0,2.672,7.0
259,2,1684379158443,40,reward,80,100,90.0,7.634,4.0,2.65,8.0
259,2,1684379218139,46,reward,80,70,100.0,13.485,4.0,1.661,9.0
259,2,1684379290443,52,reward,80,80,80.0,24.021,4.0,2.048,10.0
259,2,1684379379810,58,reward,80,80,70.0,54.482,4.0,2.149,11.0
260,2,1684381698566,1,reward,80,80,40.0,1.811,8.0,3.482,1.0
260,2,1684381729731,5,reward,80,90,50.0,3.802,8.0,1.32,2.0
260,2,1684381751742,10,reward,80,80,70.0,1.361,8.0,1.43,3.0
260,2,1684381782114,16,reward,80,90,60.0,1.757,8.0,1.19,4.0
260,2,1684381826772,24,reward,80,80,60.0,1.403,8.0,0.803,5.0
260,2,1684381848427,29,reward,80,80,80.0,2.126,9.0,1.101,6.0
260,2,1684381888728,36,reward,80,100,50.0,2.379,8.0,1.009,7.0
260,2,1684381905903,40,reward,80,60,60.0,2.777,8.0,1.538,8.0
260,2,1684381950937,48,reward,80,70,60.0,1.853,8.0,0.904,9.0
260,2,1684381969445,53,reward,80,70,50.0,1.716,8.0,1.03,10.0
260,2,1684381997934,59,reward,80,80,60.0,2.368,8.0,1.057,11.0
261,2,1684382749233,3,reward,80,80,100.0,2.099,0.0,1.459,1.0
261,2,1684382762433,4,reward,80,80,80.0,4.299,5.0,2.259,2.0
261,2,1684382818634,11,reward,80,60,60.0,1.938,0.0,1.192,3.0
261,2,1684382867301,17,reward,80,90,60.0,1.924,1.0,1.154,4.0
261,2,1684382913801,23,reward,80,80,60.0,2.624,1.0,1.216,5.0
261,2,1684382953218,28,reward,80,90,80.0,1.786,1.0,3.144,6.0
261,2,1684383005052,34,reward,80,80,80.0,1.801,0.0,2.632,7.0
261,2,1684383076453,42,reward,80,80,40.0,1.746,0.0,2.071,8.0
261,2,1684383112270,47,reward,80,90,80.0,2.758,3.0,2.177,9.0
261,2,1684383152720,53,reward,80,70,80.0,1.987,2.0,1.546,10.0
261,2,1684383186337,58,reward,80,100,80.0,1.782,1.0,1.247,11.0
262,2,1684386040126,3,reward,80,70,40.0,2.047,6.0,0.991,1.0
262,2,1684386062931,6,reward,80,60,90.0,1.666,9.0,0.996,2.0
262,2,1684386086377,11,reward,80,80,90.0,1.358,10.0,1.855,3.0
262,2,1684386122898,17,reward,80,70,90.0,1.502,10.0,1.359,4.0
262,2,1684386163812,24,reward,80,100,80.0,1.57,10.0,1.352,5.0
262,2,1684386196672,30,reward,80,80,80.0,2.387,10.0,2.19,6.0
262,2,1684386229445,35,reward,80,70,100.0,2.2,10.0,1.245,7.0
